Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,28904183602.4818,38270954138.1128,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,45096462972.4014
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,1421509216.37424,2483889858.32312,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7710380085.92257,7361504432.19331,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,11550695727.2335,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,12778792853.6939,21230182989.3036,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611,69890505323.5842,73699366700.2134,85584105993.8746,81641807865.7591,85755006123.5976
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3246481233.24397,6774193548.3871,54902831793.5018,45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,45803067940.4072
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3931334875.01376,4629247203.84524,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14554754116.5427,15134700203.0497,15790113246.7478
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,2737087861.62245,2537307580.32808,8801326169.14547,9219474379.31534,7909868618.46366,8943543793.5839,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024585239.6137,93789736842.1053,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,399705169318.477
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215043969.849246,624337145.284622,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912148.69842,2961484953.86444,14364937124.0727,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055,17280250810.0321,17465392764.3706,19309463508.0377,18780322203.7584,20661794596.0873
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547330219.20136,4036810072.08739,11888032872.432,11340795041.8065,12025782834.3596,14161366723.6779,16153779511.1559,16337793530.7788,16385919535.6742,19718565605.433,19209979975.2323,22328640241.5553
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,114838500,186000000,183700000,201800000,213700000,220000000,232900000,241800000,258900000,253400000,259300000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1506914407.82047,1779520886.47015,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709411.4594
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2689212760.18576,4726108622.47661,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12927979286.0453,14644524819.0054
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,261253675692.838,742061329643.37,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233271800,319271200,316489900,325000000,359000000,392000000,394000000,372000000,390000000,430000000,460000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,3592857043.05057,1288429391.79951,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,16539436547.295
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481307077.10989,2654462665.26893,7070017323.65476,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984293043.811565,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30179954774.9899,43017455401.8445,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,5930685214.61595,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,2115193513.29556,8905066163.58643,65531374199.6742,59607290407.5944,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2789921853.53112,3922232164.83175,12435430969.6301,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12567271004.6761,12351025066.9131
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,55572375.5290496,26930980.3429002,98752257.0453222,84383388.6448573,97276023.0784346,108862278.516511,130937589.753517,124871111.377973,124530027.301054,175513984.500084,156803087.302496,154170289.321861
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627560239.48997,5494252207.90502,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.67,40908073366.8455
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,318799003993.707,417649282153.726,901556501756.467,775743675302.734,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529440424.16648,3420032041.07385,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385.0475,52623281956.7031,201337554959.49,178104220784.881,188898209220.167,206566916732.292,211846555690.736,212846907683.439,212697530897.56,253644079784.977,246733522841.353,252175506110.168
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455476.10732,5109587049.97449,11880433902.9361,12756685550.3389,13286101094.3863,13785924216.2724,13025234820.8225,12699028889.666,12681569254.2815,14144060853.1362,15649897116.8965,17829218219.3591
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3512356507.88599,2241753192.81158,10862943543.5419,9683867926.44282,10398861981.7583,11185104251.6943,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852712.2963,16819170420.5653
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795387.8086,69171451627.2465,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,474517490844.461,432198898467.795,440833635873.827,477403400101.174,363846332834.618
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3772859034.20508,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15763621848.115
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,832000000,910000000,1230000000,1560000000,1301000000,1179000000,866000000,914000000,1096000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791843059.572,171457201935.968,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,593726965415.619,485310823603.662
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,13310273081.9246,22259557867.3602,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,111943823146.944,108810923276.983
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970.4576,99484802344.5277,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,337912301397.727
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,97702303,149535800,243156484.375,278824781.25,298323500,285600000,288546281.25,281941562.5,258990843.75,235752906.25,255591062.5,281849062.5
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,11966497000,51427104900,55767806100,59760858700,64327688800,67316471200,69778991200,57059846500,67396392500,76276116700,83318176900
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219729083.06487,3521339699.07407,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24750626040.5917,23848447849.7467,26109413522.3081,31647277767.3976,30729242919.4411
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.01187,8855705139.55857,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.0846,42956263543.9482
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386962.8019,51744749133.213,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226354278280.885,246488757636.211,267603248655.253
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,50508286641.5746,83669788254.7279,297483555344.802,306445871246.718,318627003012.52,328480736798.792,346841896583.515,376823402244.928,361751145451.597,394087359848.11,404353369604.631,437146372729.942
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977748210.5263,172953527033.013,542134167178.627,480054118583.367,473259583969.643,528356676667.211,594616687350.017,602683770144.88,605914237903.742,689170230665.35,695607470875.276,809200697797.088
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860216.5659,118605192877.388,230078616299.675,199038523119.639,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898675068.927,289114289663.542
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106426600000,113567200000,117902300000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179732009554.846,235709325708.341,213002809330.267
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38247882300.4904,37253739511.1273,199722319675.741,177885131240.315,185290759248.844,210147385855.419,243468683030.34,251677082534.495,252033792712.145,286578196368.297,296354358293.475,350775856415.189
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,517014446227.929,259710142196.943,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089,1657328773461.31,1693115002708.32,1493075894362.14,1843392293734.38,2266029240645.34,2021421476035.42
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185679.08109,2068836754.37431,8238966063.86692,8543759677.58157,8695272300.91019,9252834336.49492,9637904655.17446,10349300380.33,10174387374.3478,11069280649.6459,13316160895.0447,14097768472.1883
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,258856139.798489,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185,938189443.830393
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1007661366.66959,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616232125.12587,1544714493.24409,1855395999.76534,1831700577.08904,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,119298002.117477,76198394.8202671,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,678976264.835436
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630173564.753,189514933333.333,766605866666.667,669484266666.667,666000000000,714994666666.667,846583733333.333,838564800000,734271200000,874156000000,1108571466666.67,1067582933333.33
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7390967360.42121,6013185003.97525,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27619479059.6131,30848333083.7055
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,7326373882.11044,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66797564758.339,81342660752.3732
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,392163560.868669,654212394.27164,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2057968519.83091,2141450171.13932
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635866403.776065,7845456215.27807,6651626733.64854,6042615859.61074,5818480351.63706,6390514688.52816,6523577590.38319,6688594757.62129,7165214367.64956,7119137321.90082,6411869546.28929
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336768.7023,96076539925.7409,314863580758.455,307998545269.398,319053943915.005,343257164581.712,376892697588.005,376901649222.451,349488382610.662,434111559282.849,498474540987.78,501427500080.059
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,1361811508.37989,1417888715.0838,1427017206.70391,1353212122.90503,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1537088715.0838,1627776949.27374
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12915046978.1615,29215726004.7765,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120592216208.386,115928615553.286,132908336234.295
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,19832029087.1272,20159190701.6789,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,214877666.846068,419842674.227652,1335571420.72676,1307909887.55212,1379490304.2254,1469789119.08756,1615478393.28614,1619155017.3924,1536145814.17007,1522794913.0914,1566360686.10632,1633319401.19414
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,1031282081.16683,3412797450.20112,5728399710.56333,6152149080.00168,6613743089.99932,7621501720.00021,7873440838.36559,8655023960.002,8628393719.99922,9483997404.25227,10202767269.9603,10968517090.0004
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,126048140141.869,151752757215.309,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271814.508
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,13962212847.4576,11997800760.2242,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,536175326477.31,598102854756.08,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,82528535713.926,85140955388.8509,88012282205.8357,94376237797.2367,94493871200.7869,89014978344.1404,84304298770.5329,88609324901.9774,74144870023.4244,84356863743.6335
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.259259,421695769.843918,952111111.111111,957222222.222222,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055499777.77778
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.62963,932592592.592592,1749185185.18518,1807629629.62963,1868555555.55556,1998518518.51852,2060962962.96296,2095370370.37037,1499296296.2963,1867185185.18518,2342703703.7037,2430148148.14815
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,772921958.529509,..,..,..,..,652206037.103874,..,649206262.847519,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240366666.666667,427946037.037037,770900000,786555555.555555,814303703.703704,844040740.740741,884329629.62963,910766666.666667,869111111.111111,872225925.925926,966492592.592592,1065962962.96296
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,33641222222.2222,12257299147.2936,49516748617.9775,51726758676.7677,42630376000,41283617976.1905,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51666875363.0963,109265503110.904
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,5240606060.60606,5126237646.22072,3317421648.09918,3591679430.99988,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3455146280.83975
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,261469578630.804,262905197441.662,577730245154.162,501698263620.663,514218206628.325,536083940228.684,551312498430.164,532169294165.94,545147614972.141,637186904843.636,579895717343.956,584960475767.32
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,265763573999.424,279216033870.204,726537808338,694118186379.628,687895460902.713,695200833086.499,725568717468.001,721369112726.724,741999406005.627,813408787222.499,818426550206.45,884940402230.409
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624417.8268,18937052543.4373,21502061465.9498,16466863117.0009,12597854877.4254,16369843352.3453,21497782867.6426,22583045060.0821,12047752036.091,14353205678.4991,23622827079.5047,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066.27017,860541842.263697,9112605459.32845,8271431485.07484,6992416096.89018,7536402852.85802,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12060602008.8478
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,6184384225.02712,13371767081.7428,49986726460.6805,47413919817.124,49774409374.4538,53274884532.7886,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75769974505.0106,79062403820.892
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343190719.0107,126392224253.794,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500461898480.246,506256494297.34,495645210972.751,514968699239.005
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,128210142,366924300,1447535200,1590282400,1640464600,1584878400,1555988600,2032550400,2162619200,3624889700,3208594000,2079916900
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,2299665505.61434,2106848752.27753,6393318261.82712,5755461035.38026,6071170959.12093,6387422517.69225,7029300383.08031,6992700101.37188,7400284167.78479,8342243645.94438,8169476148.95692,9171261837.57103
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,204848470.149169,440997738.014078,437525514.240726,420828262.317922,459976850.268529,489714518.002333,494197841.113077,496856295.76752,518228012.09129,518180042.241509,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154342116.10311,29697674913.5408,27026750552.9647,23722678429.8078,24040211327.4898,24569257295.0918,23775659262.5735,20807716174.0546,24496397204.7176,30053446092.0128,27372285697.9477
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473528160.7782,50271812920.612,45779494041.9295,44360072680.4476,42163530590.9462,42686504459.801,41905642418.825,42491780918.361,46812290143.344,44579761022.8993,48529595416.6533
GDP (current US$),NY.GDP.MKTP.CD,Turkiye,TUR,150655500191.644,274294623164.043,938934609296.966,864313810469.009,869682881593.041,858988492853.742,778972108040.602,761005915750.925,720338490327.248,819865223976.115,907118434653.505,1118252964260.77
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.3171,2904663310.9825,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45232857142.8571,45818000000,50007428571.4286,58972000000,60628857142.8571
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,841070000,942070000,1032452000,1028941663.2,1128749004.5304,1177285211.72521,774653669.315186,1045782453.5755,1228794382.95121,1402054390.94734
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,9542900.90136505,15073975.5349377,38760982.6540096,36811936.0824587,41629064.2232388,45276595.3533146,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065982.0873657,62280311.5852172
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304399310.30967,6193246837.09687,32612397257.4458,32387183730.1002,29203988696.2626,30744473841.424,32927025619.6795,35348155095.4215,37600368241.6657,40529788748.6737,45565333210.9108,48768955863.3175
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81393558423.4406,32375083934.8241,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,178757021965.008
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,414105366758.911,370275469560.166,369255326235.771,390516804016.501,427049432149.345,417989721734.494,349473015336.939,415178792769.884,502731935197.487,514130432653.081
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1665534876683.31,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3380854520809.54
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10250952000000,17608138000000,18295019000000,18804913000000,19612102000000,20656516000000,21539982000000,21354105000000,23681171000000,26006893000000,27720709000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298807850.29979,22823270892.1094,61496186973.902,57680327998.6689,57480788390.2581,65006039994.56,65344576348.2279,62222325807.0578,53668636567.8667,60760798595.5436,70164683290.3776,77240830877.4597
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13362340337.8657,13760513969.314,80845385809.4529,86196264755.3105,86138288644.171,69703222282.7278,58695899092.1083,67293639798.3996,66443265418.3086,77340060003.0347,90095926567.4359,101591769702.343
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.244148,272014627.835262,772315983.81843,730870802.967051,780889605.899977,880061833.690341,914736985.430944,936526267.622513,909421043.508407,950394006.532514,1022219297.50335,1126313359.21923
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48606952194.7752,117146466002.661,482359318767.703,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Viet Nam,VNM,6471740805.56984,31172518403.3162,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,410324028883.325,429716969043.572
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,17420800000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,12643821568.9626,9679316770.18633,43228585321.3272,42444489522.2303,31317824943.2073,26842228828.5629,21606160783.9845,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3288381797.32415,3600632111.41414,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18137764930.651,22096416932.0089,29163782140.4858,27577956471.244
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,19495519600,19963120600,20548678100,51074660513.3715,34156069918.0609,25717409842.4479,26867936444.6826,27240515108.8049,32789751736.3323,35231367885.8554
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,256512313442.55,287201650974.243,978708260612.874,898277807343.005,828942805457.755,972998927353.678,1012306000425.25,1009721174054.91,933391782089.617,1085745178850.97,1191423176242.96,1245472471675.95
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,123711320874.115,142140075688.035,897415713447.017,771766914345.161,694360980069.456,687849196676.202,770494988148.76,826483769985.129,789801651563.294,849312422223.205,883973910898.854,799105950273.831
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,641712235219.388,763411636190.425,2905651795199.09,2544700996740.79,2500823407237.94,2572203993723.9,2867348492603.59,2899029698316.64,2562783626987.73,2969239218342.03,3609805711776.49,3512421040998.19
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,8505740261.29832,17471510858.4906,34129544764.2666,35085992997.3327,33933421225.4017,35438120141.0662,36727457619.9835,38046955433.6011,31763210392.7783,37091445807.6818,48740490013.1088,53296161046.3074
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,272002770512.834,429355161034.99,1467438523591.87,1297123697168.52,1321226675267.44,1467424389927.92,1657633874968.79,1685123570509.08,1678756939339.66,1926804401016.02,1955925827813.51,2267760561102.28
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1916507382316.01,3377596807804.83,10776375021903.6,10246602222996.3,10547190614053,11448641742933.2,11610507701898.7,11834959859719.9,11006437195990.5,12811302058068.8,14147623772391.9,14945896099125.4
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4793478723956.3,8377973566013.96,22094710753929.9,22000917165875.9,22781793863032,24334957894980.2,26494505143186.8,27040135154758.5,27163485040463.8,31155716955057.3,30673443320595.9,30780176881541.3
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,666707042108.965,1736183129453.76,12805534721608.4,13329363887708.5,13621109083386.3,14888272499556.8,16648930593614.8,17222812070662.6,17496305186280.5,20849863760041.9,21124945071215.4,21162836277192.4
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,666023595158.793,1734180675232.75,12789805601859.2,13312998658413,13604410103345.8,14869982084029,16628455562440.2,17201604143343.6,17474730731538.4,20824108313726.3,21098845523342.9,21136712800814.7
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5905615268334.65,6528628818219.35,13683290663997.8,11828599572765.3,12124585812206.7,12839881576234.5,13867949267318.1,13587020300289.4,13266857904728,14917737268178.2,14452048668851,15780686672317.3
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8870724540299.07,10077566274954.8,23897449147365,20583236057318.3,20511321020005.8,21765864936203.9,23306311175509.3,23031892537932.9,22286624242751.4,25523993209132.2,25662572829777.2,27554069781140.1
